,tweet_id,tweet_text,tweet_user_name,tweet_user_description,tweet_user_screen_name,tweet_user_verified,tweet_user_followers_count,tweet_user_verified,tweet_user_withheld_in_countries,tweet_user_protected,tweet_url,tweet_retweet_count,tweet_favorite_count,tweet_possibly_sensitive,annotation_rohit,annotation_mohit,annotation_soyoung,human_annotation
79,1370524129212964867id,@ashleevance For sure wise for elderly or immunocompromised to take the vaccine. Some debate about the second jab t… https://t.co/UkNNgAIXLm,Elon Musk,,elonmusk,TRUE,55979585,TRUE,[],FALSE,https://twitter.com/i/web/status/1370524129212964867,438,8862,,0,1,1,1
80,1374720942459478017id,Young women's self-harm celebrated in a prominent Toronto community centre's mural. https://t.co/Tdcu6HTPOS,Canadian Women's Sex-Based Rights - caWsbar 🇨🇦,"Non-partisan, volunteer coalition working to preserve the sex-based rights and protections of women and girls as enshrined in the Charter of Rights and Freedoms",cawsbar,FALSE,8047,FALSE,[],FALSE,,266,816,FALSE,0,1,1,1
81,1367105238440808450id,Joe Biden never said this. Dan Crenshaw is lying. https://t.co/PSE8sPQq3f,Aaron Rupar,journalist @voxdotcom. On parental leave until June.,atrupar,TRUE,678907,TRUE,[],FALSE,,1609,6318,FALSE,1,1,1,1
82,1357740302631661570id,"Del. McGuire is right. We have a drug problem in Virginia, and legalizing marijuana will only lead to more marijuan… https://t.co/H099jyznFW",Governor Elect Amanda Chase (VA),Reps #Virginia's 11th. 2021 Republican candidate for Governor. Follow on Parler. All tweets by Kelly (not Sen Chase) unless noted otherwise. Fan acct.,SenAmandaChase,FALSE,587,FALSE,[],FALSE,https://twitter.com/i/web/status/1357740302631661570,1402,3377,FALSE,0,0,0,0
83,1377614474862006279id,"This is my Covid protection 💪

#MakeAmericaHealthyAgain

It’s time to #FireFauci https://t.co/IgWlTJyBYQ",Marjorie Taylor Greene 🇺🇸,"Congresswoman for Georgia's 14th CD, Christian, Wife, Mom, Small Business Owner, Proud American, 100% Pro-Life, Pro-Gun, Pro-Trump #MAGA Likes =/= Endorsements",mtgreenee,TRUE,411481,TRUE,[],FALSE,,5043,34297,FALSE,0,0,1,0
84,1375206360787247106id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/qUdvhovOwI",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206360787247106,0,0,FALSE,1,1,1,1
85,1370126847204200449id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/Ef7UgPdUXp",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126847204200449,0,0,FALSE,1,1,1,1
86,1370126045119016962id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/yiiT3QnyYN",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126045119016962,0,0,FALSE,1,1,1,1
87,1362116845789085696id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/NftInBt8Ae",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116845789085696,0,0,FALSE,1,1,1,1
88,1370126577372045313id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/DR16sOISKp",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126577372045313,0,0,FALSE,1,1,1,1
89,1354823209179222018id,CNN making shit up as they go. https://t.co/lw051SZVn8,Art TakingBack 🇺🇸,"""It's better to fight for something in life than to die for nothing.""",ArtValley818_,FALSE,102951,FALSE,[],FALSE,,1391,3512,FALSE,0,0,0,0
90,1354861396945559552id,@THEJATMN Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wrote… https://t.co/5XjMNbWk2l,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861396945559552,0,1,FALSE,1,1,1,1
91,1375206545563152387id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/tY0iLXj7BK",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206545563152387,0,0,FALSE,1,1,1,1
92,1357421548219469824id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/IIHsBRilvp",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1357421548219469824,0,0,FALSE,1,1,1,1
93,1375206820097105921id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/XT1YAKR6gs",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206820097105921,0,0,FALSE,1,1,1,1
94,795999059987173377id,Hey 🇺🇸Trump Supporters🇺🇸! Skip poll lines at #Election2016 and TEXT in your vote! Text votes are legit. Or vote tom… https://t.co/aDPPHCv9yT,Kristina Wong ❄️,“TOP10 moments Political Comedy”-Salon “Truly Sickening”-Infowars| Elected rep Ktown| Creator #RadicalCramSchool #KristinaWongforPublicOffice #AuntieSewingSquad,mskristinawong,TRUE,28691,TRUE,[],FALSE,https://twitter.com/i/web/status/795999059987173377,702,1129,FALSE,1,0,0,0
95,1354861395695656960id,@pithyaphorism Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We… https://t.co/cubS9wpUHA,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861395695656960,0,0,FALSE,1,1,1,1
96,1375206358304186377id,"@_jake_holland Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Che… https://t.co/nydXYKG7Sa",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206358304186377,0,1,FALSE,1,1,1,1
97,1375206358270631937id,"@ElijahLynn Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check… https://t.co/w27DOYYVbZ",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206358270631937,0,0,FALSE,1,1,1,1
98,1362594887808466944id,Not only did Senator Ted Cruz &amp; his family abandon the people of #Texas for a vacation in #Cancun during the winter… https://t.co/oxSFBtpkp5,AprilDRyan,White House Correspondent @theGrio | Political Analyst for @CNN | Author | Booking Contact: pam@smgspeakers.com,AprilDRyan,TRUE,737000,TRUE,[],FALSE,https://twitter.com/i/web/status/1362594887808466944,508,1688,FALSE,1,0,0,0
99,1354828517654077441id,This is not a man of faith. He pretends and does evil. https://t.co/j0s8ddtPBE,Jenna Ellis,Attorney. 🗳Chair @Greatness_Fund 🎙Just The Truth @RealAmVoice 📺@newsmax ⚖️Special Counsel @ThomasMoreSoc 🇺🇸Fmr Senior Legal Adviser & Counsel @POTUS45,JennaEllisEsq,TRUE,872739,TRUE,[],FALSE,https://www.google.com/amp/s/www.cbsnews.com/amp/news/biden-reverse-anti-abortion-rights-policies-executive-order/,6870,27133,FALSE,0,1,1,1
100,1358810121183330304id,"No, Rep. Maxine Waters didn’t say Trump supporters are ""not welcome here"" https://t.co/KaWVqnA8PH https://t.co/HVQMb6deR1",PolitiFact,Home of the Truth-O-Meter and independent fact-checking. Part of @Poynter. Sign up for our newsletter: https://t.co/uj7NlGB468,PolitiFact,TRUE,694708,TRUE,[],FALSE,http://bit.ly/39ZYKZ3,178,399,FALSE,1,1,1,1
101,1375206014492942341id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/lEjsgeoYOh",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206014492942341,0,0,FALSE,1,1,1,1
102,1370126844251435008id,"@coreymahair Welcome to Birdwatch! 🎉 You can now add context to Tweets, and rate notes on the Birdwatch site. Check… https://t.co/PN4HsPSKcP",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126844251435008,0,0,FALSE,1,1,1,1
103,1370110240532930563id,NO WAYY WHY IS NOONE TALKING ABOUT THIS https://t.co/Jv3a9cIw7j,zyye,"i make minecraft videos to 150k people 😌

he/him",zyyes,FALSE,5253,FALSE,[],FALSE,,1048,14511,FALSE,0,0,0,0
104,712708069369782272id,Let the people trade.,Robinhood,Democratizing finance for all. Securities by Robinhood Financial (Member SIPC) Crypto by Robinhood Crypto (licensed by NY Dept. Financial Services),RobinhoodApp,TRUE,472164,TRUE,[],FALSE,,20834,37466,,1,1,0,1
105,1355021260900589570id,The CEO of Robinhood is Ghislane Maxwells son! https://t.co/IE3aymWCSb,Tim Dillon,Stand up comic. CEO of Fake Business. Podcast: The Tim Dillon Show Merch: https://t.co/PXodf4O55N Insta:TimJDillon,TimJDillon,TRUE,365327,TRUE,[],FALSE,,2971,19834,FALSE,1,0,0,0
106,1354830795391655943id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/FOm6KcRYvI",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830795391655943,0,0,FALSE,1,1,1,1
107,1362116401280937986id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/PYZsWleCVu",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116401280937986,0,0,FALSE,1,1,1,1
108,1354830802358419459id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/Cfvj852Dh5",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830802358419459,0,0,FALSE,1,1,1,1
109,1382011735339454464id,,,,,,,,,,,,,,0,0,0,0
110,1374911222361956359id,"@repmarkpocan 1/2 You don’t really believe the peeing in bottles thing, do you? If that were true, nobody would wor… https://t.co/gDke8HPsPI",Amazon News,The official account for news about @Amazon.,amazonnews,TRUE,181100,TRUE,[],FALSE,https://twitter.com/i/web/status/1374911222361956359,884,4867,,0,1,1,1
111,1354085726477045764id,"The Democrats want to make sure that every dead, double, illegal and fraudulent vote will be counted for years to c… https://t.co/MSSWgVhp8l",Tomi Lahren,Fox Nation Host. Faith. Family. Freedom. Final Thoughts. https://t.co/1pXmBlysWg,TomiLahren,TRUE,1619901,TRUE,[],FALSE,https://twitter.com/i/web/status/1354085726477045764,224,1852,,0,0,0,0
112,1357422021005615107id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/DMUBX3Y7AF",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1357422021005615107,0,1,FALSE,1,1,1,1
113,1374910217771749380id,chrissy teigen is one of a handful — and I mean a tiny handful — of voices on the left who are smart and not in den… https://t.co/TAC5Nm4lc8,kim possible facts,scurrilous boy. not actually kim possible.,kimpossiblefact,FALSE,37021,FALSE,[],FALSE,https://twitter.com/i/web/status/1374910217771749380,182,5469,FALSE,1,1,1,1
114,1375218501380620289id,#BREAKING: Arkansas Governor @AsaHutchinson has signed #SB354. This cruel and harmful bill will ban trans girls fro… https://t.co/PPd4dJZt6F,Human Rights Campaign,"HRC is the nation’s largest LGBTQ civil rights organization. We envision a world where LGBTQ people are ensured equality at home, at work & in every community.",HRC,TRUE,832835,TRUE,[],FALSE,https://twitter.com/i/web/status/1375218501380620289,148,305,,1,0,0,0
115,1361712460441542660id,It takes a special kind of stupidity to run out of energy in Texas. @TuckerCarlson does a great job here of exposin… https://t.co/LhNNhfAw6O,Lauren Boebert,Lauren Boebert for Congress Account: Congressman for CO-03. Owner of Shooters Grill. I’m the mom who told Beto HELL NO you’re not taking our guns!,laurenboebert,TRUE,603174,TRUE,[],FALSE,https://twitter.com/i/web/status/1361712460441542660,3023,8088,FALSE,0,1,0,0
116,1364719403498164226id,"Our neighbor, @RepMarieNewman, wants to pass the so-called ""Equality"" Act to destroy women’s rights and religious f… https://t.co/MfWIpwmQqf",Rep. Marjorie Taylor Greene,"Wife, Mother, and Congresswoman representing Georgia’s 14th District",RepMTG,TRUE,239798,TRUE,[],FALSE,https://twitter.com/i/web/status/1364719403498164226,9651,47065,FALSE,0,0,0,0
117,1365761173132566528id,"No, President Biden did not tweet about ""minorities not being able to use the internet.""​  https://t.co/5K05vbVG3N",ABC11 EyewitnessNews,ABC11 WTVD Eyewitness News Raleigh Durham Fayetteville,ABC11_WTVD,TRUE,276972,TRUE,[],FALSE,https://abc11.com/10375915/,107,218,FALSE,1,1,0,1
118,1354861396433887232id,@jeremiah_54 Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wr… https://t.co/1Jgcr68n3u,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861396433887232,0,0,FALSE,1,1,1,1
119,1354830792095002627id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/Z3LOefJHG7",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354830792095002627,0,0,FALSE,1,1,1,1
120,1356667908697554951id,,,,,,,,,,,,,,0,0,0,0
121,1354861109451264000id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/zF25GN2XM6",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861109451264000,0,0,FALSE,1,1,1,1
122,1362811514172755969id,,,,,,,,,,,,,,0,0,0,0
123,1375206820210376706id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/4kpGoPfcAm",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206820210376706,0,0,FALSE,1,1,1,1
124,1358485526421110789id,"Antifa and BLM attack DC like they helped organize the January 6 attack on Congress. However, so far their role is being concealed.",Rudy W. Giuliani,Listen to the Common Sense podcast through the link below or on your audio podcast apps. 🇺🇸,RudyGiuliani,TRUE,1152144,TRUE,[],FALSE,,11743,39305,,0,0,0,0
125,1362025718541148164id,BREAKING NEWS: Kayleigh McEnany just accepted a job offer to be the press secretary for North Korea’s Human Rights Committee.,The Halfway Post,"Liberal satire & comedy. I don't report the facts, I improve them. Check out my book: ""Satire In The Trump Years"" (link ⬇️)",HalfwayPost,FALSE,12016,FALSE,[],FALSE,,807,6354,,1,1,0,1
126,1357025133219700737id,"This is the latest manipulative take on the right.

They are manipulating the fact that most people don’t know the… https://t.co/YcZdWLnl91",Alexandria Ocasio-Cortez,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",AOC,TRUE,12735316,TRUE,[],FALSE,https://twitter.com/i/web/status/1357025133219700737,20628,140883,FALSE,1,1,0,1
127,1360695513100603394id,white supremacy wins again,Meena Harris,"she/her • proud Oakland native, mom, lawyer, founder, and #1 New York Times bestselling author • BLACK LIVES MATTER",meena,TRUE,719362,TRUE,[],FALSE,,7878,63602,,1,0,1,1
128,1362539576963837952id,The hypocrisy of those trying to cancel Ted Cruz who have been totally silent on their Democrat Governor’s incompet… https://t.co/zjI2irdAKS,Donald Trump Jr.,"EVP of Development & Acquisitions The @Trump Organization, Father, Outdoorsman, In a past life Boardroom Advisor on The Apprentice, Pronouns: Your Hero",DonaldJTrumpJr,TRUE,6851285,TRUE,[],FALSE,https://twitter.com/i/web/status/1362539576963837952,3938,19227,FALSE,1,0,0,0
129,1354861397029478402id,@Shake666Pro Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wr… https://t.co/763buGATPj,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861397029478402,0,1,FALSE,1,1,1,1
130,1376492295000891396id,"New #FactChecker --&gt; No, Delaware doesn’t specifically prohibit food or water at the polls like Georgia  https://t.co/Jlpq25ACDg",Glenn Kessler,"Editor/chief writer of Washington Post's Fact Checker, revealing the truth behind the rhetoric. I tweet articles & comments I find interesting or provocative.",GlennKesslerWP,TRUE,148110,TRUE,[],FALSE,https://www.washingtonpost.com/politics/2021/03/29/no-delaware-doesnt-specifically-prohibit-food-or-water-polls-like-georgia/?tid=ss_tw,58,123,FALSE,1,1,0,1
131,1354870146217746434id,I'm constantly reminded of that awful Saturday morning 10 years ago when Gabby Giffords was shot. The GOP is playin… https://t.co/ZZjUs78OLA,Doug Heye,"North Carolinian. Former Capitol Hill, RNC, campaign flack. Ex-CNN’er, Harvard IOP fellow. Tar Heels, Yankees, Sinatra, Springsteen, Lexington-style BBQ fan.",DougHeye,TRUE,23737,TRUE,[],FALSE,https://twitter.com/i/web/status/1354870146217746434,130,481,FALSE,1,1,1,1
132,1362116398659502082id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/3wwFS6ZThv",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116398659502082,0,0,FALSE,1,1,1,1
133,1354889772901277703id,"You heard it here first:

If we do not CONTAIN Trump by impeachment or indictment, in a few months he will start to… https://t.co/C6pnGMRNw0","Pam Keith, Esq.","Exec. Dir Fight 4 FL’s Future, 2020 Dem Cong. Nominee, ex-Navy JAG, litigator & expert on workplace law. BC Law Grad. AKA💚💗 (she/her)",PamKeithFL,TRUE,135914,TRUE,[],FALSE,https://twitter.com/i/web/status/1354889772901277703,17114,50693,,0,1,0,0
134,1354861397423738886id,@superdumb Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wrot… https://t.co/wJKP6il8sR,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861397423738886,0,1,FALSE,1,1,1,1
135,1362115989341564928id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/rU5Tiwkuu6",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362115989341564928,0,0,FALSE,1,1,1,1
136,1371214464498946049id,"As I have said repeatedly, my children have all received their routine vaccinations on schedule (as I did as a chil… https://t.co/MLvdRvSEFj",Alex Berenson,Author of Tell Your Children. Revolting. Nowadays you can’t be too sentimental,AlexBerenson,TRUE,247469,TRUE,[],FALSE,https://twitter.com/i/web/status/1371214464498946049,0,0,FALSE,1,0,0,0
137,1355895222673297410id,The same Fauci who once said a mask was dangerous now says use 2 masks. Will 2 pair of glasses make us see better?… https://t.co/NubRYFsDPo,Gov. Mike Huckabee,"Hosts “Huckabee"" on TBN Sat 8/11pm ET, Sun9pm ET;Fox News contributor, author, Fmr AR Gov, Bass Guitarist, grandfather of 7 cutest kids in world!",GovMikeHuckabee,TRUE,1658216,TRUE,[],FALSE,https://twitter.com/i/web/status/1355895222673297410,1026,4234,FALSE,1,0,1,1
138,1356667962833465352id,"JUST IN: Pete Buttigieg Officially Confirmed by Senate as Secretary of Transportation, making him first openly LGBT… https://t.co/A6bGmxuPUk",Joyce Karam,"Senior Correspondent, The National @TheNationalNews | Adjunct Professor at George Washington University https://t.co/ibF45SCVhu RT≠ Endorsement",Joyce_Karam,TRUE,126717,TRUE,[],FALSE,https://twitter.com/i/web/status/1356667962833465352,95,488,,1,0,0,0
139,1375276181034045441id,The Republican who is sitting in Stacey Abrams’ chair just signed a despicable voter suppression bill into law to t… https://t.co/4k9Zq2jtvD,Elizabeth Warren,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account.",SenWarren,TRUE,6938187,TRUE,[],FALSE,https://twitter.com/i/web/status/1375276181034045441,7883,28638,FALSE,0,1,1,1
140,1354112418276728832id,"Words can create a more inclusive world, or perpetuate oppression.

Calling someone an animal as an insult reinforc… https://t.co/E8UAVNzMSL",PETA,"Animals are not ours to experiment on, eat, wear, use for entertainment, or abuse in any other way. #EndSpeciesism",peta,TRUE,1074373,TRUE,[],FALSE,https://twitter.com/i/web/status/1354112418276728832,1941,5711,FALSE,1,1,0,1
141,1362116845310857219id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/Aeyl5xJ8gh",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116845310857219,0,0,FALSE,1,1,1,1
142,1370126045119016963id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/z38dwFSCdp",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1370126045119016963,0,0,FALSE,1,1,1,1
143,1355275091509182466id,Far-right extremists use GameStop chaos to radicalize and recruit on Telegram https://t.co/xzXVCABmt1,Newsweek,The freedom to disagree.,Newsweek,TRUE,3452764,TRUE,[],FALSE,https://www.newsweek.com/far-right-extremists-use-gamestop-chaos-radicalize-recruit-telegram-1565355?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1611923604,149,388,FALSE,0,1,0,0
144,1375205784418615297id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/zZOvLMzOLr",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375205784418615297,0,0,FALSE,1,1,1,1
145,1362814591940648960id,,,,,,,,,,,,,,0,0,0,0
146,1354861397272715266id,@zackcerza Welcome to Birdwatch! 🎉 You can now help identify and add valuable context to misleading Tweets. We wrot… https://t.co/eTcjqdllwz,Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861397272715266,0,0,FALSE,1,1,1,1
147,1361309195660853249id,"So California is requiring signature verification for Gavin Newsom’s recall, but didn’t require it for the mail in ballots. How strange",Kevin Sorbo,"Actor, director, producer, author. Click the link to see me on Locals",ksorbs,TRUE,590469,TRUE,[],FALSE,,26373,117291,,0,0,0,0
148,1375206820193574916id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/H5zpppy2GE",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1375206820193574916,0,0,FALSE,1,1,1,1
149,1375867550173700101id,Just FYI: The ban on food and water at polling locations in Georgia only applies within 150ft feet of the poll loca… https://t.co/ignX1WoLTf,Erick Erickson,You can listen every day live 9am to 12pm ET at https://t.co/jdH7x7ik79,EWErickson,TRUE,199322,TRUE,[],FALSE,https://twitter.com/i/web/status/1375867550173700101,690,2855,,1,1,0,1
150,1354861112026533889id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/H2fL7y733T",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1354861112026533889,0,0,FALSE,1,1,1,1
151,1362116401276723211id,"If you want to add helpful context to any Tweet that might be misleading, open the ••• menu and then hit ""Contribut… https://t.co/3pzVVi5lAF",Birdwatch,"Empowering the Twitter community to create a better-informed world.

Questions? Tweet/DM us.",birdwatch,TRUE,26448,TRUE,[],FALSE,https://twitter.com/i/web/status/1362116401276723211,0,0,FALSE,1,1,1,1
152,1354493092481495042id,"Joe Biden issued an executive order yesterday that would ban use of the term China virus.

It’s not yet clear how t… https://t.co/fPReOWQoef",Lauren Boebert,Lauren Boebert for Congress Account: Congressman for CO-03. Owner of Shooters Grill. I’m the mom who told Beto HELL NO you’re not taking our guns!,laurenboebert,TRUE,603174,TRUE,[],FALSE,https://twitter.com/i/web/status/1354493092481495042,7979,35509,,0,1,0,0
153,1361903282667589634id,The infrastructure failures in Texas are quite literally what happens when you *don’t* pursue a Green New Deal.,Alexandria Ocasio-Cortez,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",AOC,TRUE,12735315,TRUE,[],FALSE,,53731,428421,,0,1,1,1
154,1356670734903500805id,"NEW: Former 2020 presidential candidate and South Bend, Indiana, Mayor Pete Buttigieg makes history as the first op… https://t.co/mLfWZJCwLv",ABC News,"All the news and information you need to see, curated by the @ABC News team. Watch full ABC News broadcasts on @Hulu: https://t.co/w3wQ1O1Szs",ABC,TRUE,16653417,TRUE,[],FALSE,https://twitter.com/i/web/status/1356670734903500805,556,4903,FALSE,1,0,0,0
155,1352796618504892420id,Coming from the mayor’s office soon. They want to convert all of our water fountains from still to sparkling! https://t.co/c4Fwb75lLB,Birdwatch Example,🐦⌚️,bwatchexample,FALSE,333,FALSE,[],FALSE,,21,148,FALSE,1,0,0,0
156,1376753301014732803id,Black on Asian crimes only occur because of our system of white supremacy that strips African Americans of their ec… https://t.co/5LftNwBjKz,"Eugene Gu, MD","Founder and CEO of https://t.co/UuuUYuZTcj. With our team of Stanford trained doctors, we’re fighting the coronavirus pandemic and tobacco addiction through telemedicine.",eugenegu,TRUE,504061,TRUE,[],FALSE,https://twitter.com/i/web/status/1376753301014732803,388,2035,,0,0,0,0
157,1364825561038786560id,CHALRES I SWEAR https://t.co/FUdQrDnJx2,Kyle Harris,Actor x Writer x https://t.co/l27Jch8h0g,itskyleharris,TRUE,26999,TRUE,[],FALSE,,0,12,FALSE,1,1,1,1
